Unnamed: 0,current_size,fire_spread_rate,temperature,relative_humidity,wind_speed,fire_fighting_start_size,duration_from_reported_to_dispatch,fire_spread_rate_squared,temperature_squared,relative_humidity_squared,wind_speed_squared,fire_fighting_start_size_squared,size_class_A,size_class_B,size_class_C,size_class_D,size_class_E
266,13.0,3.0,29.8,40.0,8.0,5.0,30.0,9.0,888.0400000000001,1600.0,64.0,25.0,0,0,1,0,0
267,27.8,3.0,28.8,37.0,11.0,1.5,0.0,9.0,829.44,1369.0,121.0,2.25,0,0,1,0,0
273,9.4,1.5,38.0,55.0,5.0,2.0,1.0,2.25,1444.0,3025.0,25.0,4.0,0,0,1,0,0
324,5.63,2.0,26.5,33.0,5.0,8.0,0.0,4.0,702.25,1089.0,25.0,64.0,0,0,1,0,0
336,12.7,10.0,24.0,31.0,11.0,8.0,2.0,100.0,576.0,961.0,121.0,64.0,0,0,1,0,0
361,6.3,2.0,30.0,26.0,6.0,2.0,0.0,4.0,900.0,676.0,36.0,4.0,0,0,1,0,0
374,5.8,4.0,27.0,48.0,1.0,3.0,11.0,16.0,729.0,2304.0,1.0,9.0,0,0,1,0,0
383,5.6,5.0,25.0,40.0,10.0,2.0,4.0,25.0,625.0,1600.0,100.0,4.0,0,0,1,0,0
399,13.0,2.0,28.0,34.0,15.0,6.0,3.0,4.0,784.0,1156.0,225.0,36.0,0,0,1,0,0
403,6.0,5.0,26.0,35.0,10.0,2.0,4.0,25.0,676.0,1225.0,100.0,4.0,0,0,1,0,0
426,11.3,3.0,22.0,30.0,5.0,1.0,0.0,9.0,484.0,900.0,25.0,1.0,0,0,1,0,0
439,10.4,15.0,25.9,87.0,0.0,1.0,9.0,225.0,670.81,7569.0,0.0,1.0,0,0,1,0,0
454,32.8,5.0,18.0,50.0,0.0,33.0,54.0,25.0,324.0,2500.0,0.0,1089.0,0,0,1,0,0
464,7.98,2.0,25.0,40.0,15.0,0.3,0.0,4.0,625.0,1600.0,225.0,0.09,0,0,1,0,0
467,14.3,5.0,25.0,40.0,20.0,6.0,7.0,25.0,625.0,1600.0,400.0,36.0,0,0,1,0,0
476,5.5,3.0,23.0,35.0,15.0,0.5,8.0,9.0,529.0,1225.0,225.0,0.25,0,0,1,0,0
493,5.59,3.0,25.0,32.0,10.0,0.3,1.0,9.0,625.0,1024.0,100.0,0.09,0,0,1,0,0
533,4.4,10.0,24.0,21.0,9.0,2.0,2.0,100.0,576.0,441.0,81.0,4.0,0,0,1,0,0
582,18.9,5.0,21.0,55.0,5.0,15.0,3.0,25.0,441.0,3025.0,25.0,225.0,0,0,1,0,0
584,4.5,0.0,20.0,75.0,10.0,0.75,5.0,0.0,400.0,5625.0,100.0,0.5625,0,0,1,0,0
651,5.9,25.0,32.0,16.0,6.0,3.0,7.0,625.0,1024.0,256.0,36.0,9.0,0,0,1,0,0
724,18.8,2.0,8.0,47.0,13.0,18.7,35.0,4.0,64.0,2209.0,169.0,349.69,0,0,1,0,0
749,8.5,1.0,28.0,28.0,10.0,0.5,1.0,1.0,784.0,784.0,100.0,0.25,0,0,1,0,0
799,8.5,12.0,19.0,26.0,5.0,3.0,5.0,144.0,361.0,676.0,25.0,9.0,0,0,1,0,0
815,6.0,1.0,13.0,45.0,10.0,1.5,5.0,1.0,169.0,2025.0,100.0,2.25,0,0,1,0,0
817,12.0,5.0,8.0,35.0,10.0,2.0,0.0,25.0,64.0,1225.0,100.0,4.0,0,0,1,0,0
908,19.1,1.0,18.0,70.0,15.0,5.0,4.0,1.0,324.0,4900.0,225.0,25.0,0,0,1,0,0
927,16.1,1.0,27.0,42.0,5.0,2.0,9.0,1.0,729.0,1764.0,25.0,4.0,0,0,1,0,0
929,11.65,1.0,25.0,41.0,2.0,10.0,0.0,1.0,625.0,1681.0,4.0,100.0,0,0,1,0,0
1083,18.5,10.0,9.0,25.0,22.0,3.0,7.0,100.0,81.0,625.0,484.0,9.0,0,0,1,0,0
1098,10.5,30.0,14.0,41.0,27.0,0.2,0.0,900.0,196.0,1681.0,729.0,0.04,0,0,1,0,0
1195,7.2,0.0,6.0,29.0,5.0,4.0,5.0,0.0,36.0,841.0,25.0,16.0,0,0,1,0,0
1206,6.5,3.0,20.0,29.0,14.0,2.0,9.0,9.0,400.0,841.0,196.0,4.0,0,0,1,0,0
1226,38.2,1.0,15.0,36.0,16.0,12.0,0.0,1.0,225.0,1296.0,256.0,144.0,0,0,1,0,0
1228,21.0,10.0,24.0,20.0,14.0,5.0,1.0,100.0,576.0,400.0,196.0,25.0,0,0,1,0,0
1233,20.6,5.0,18.0,27.0,25.0,0.25,3.0,25.0,324.0,729.0,625.0,0.0625,0,0,1,0,0
1269,33.67,1.0,10.0,30.0,12.0,0.5,4.0,1.0,100.0,900.0,144.0,0.25,0,0,1,0,0
1286,23.1,2.0,16.0,25.0,15.0,0.5,5.0,4.0,256.0,625.0,225.0,0.25,0,0,1,0,0
1301,28.5,5.0,30.0,21.0,9.0,5.0,5.0,25.0,900.0,441.0,81.0,25.0,0,0,1,0,0
1380,18.0,5.0,21.0,32.0,20.0,10.0,9.0,25.0,441.0,1024.0,400.0,100.0,0,0,1,0,0
1383,36.4,4.0,27.0,35.0,15.0,0.5,4.0,16.0,729.0,1225.0,225.0,0.25,0,0,1,0,0
1408,15.3,5.0,27.0,31.0,5.0,3.0,38.0,25.0,729.0,961.0,25.0,9.0,0,0,1,0,0
1409,7.0,13.0,20.0,30.0,15.0,5.0,9.0,169.0,400.0,900.0,225.0,25.0,0,0,1,0,0
1417,12.1,3.0,17.0,88.0,10.0,1.5,0.0,9.0,289.0,7744.0,100.0,2.25,0,0,1,0,0
1422,6.25,3.0,21.0,70.0,10.0,6.25,8.0,9.0,441.0,4900.0,100.0,39.0625,0,0,1,0,0
1424,27.6,1.0,21.0,46.0,10.0,6.0,4.0,1.0,441.0,2116.0,100.0,36.0,0,0,1,0,0
1447,5.8,1.0,21.0,56.0,6.0,5.8,10.0,1.0,441.0,3136.0,36.0,33.64,0,0,1,0,0
1457,5.2,1.0,24.0,38.0,5.0,1.0,1.0,1.0,576.0,1444.0,25.0,1.0,0,0,1,0,0
1493,10.5,5.0,25.0,90.0,0.0,3.0,21.0,25.0,625.0,8100.0,0.0,9.0,0,0,1,0,0
1497,4.4,1.0,32.0,50.0,10.0,5.0,0.0,1.0,1024.0,2500.0,100.0,25.0,0,0,1,0,0
1505,27.0,5.0,25.0,40.0,15.0,24.0,3.0,25.0,625.0,1600.0,225.0,576.0,0,0,1,0,0
1507,4.1,3.0,25.0,52.0,5.0,0.6,2.0,9.0,625.0,2704.0,25.0,0.36,0,0,1,0,0
1526,4.1,5.0,22.5,55.0,0.0,1.5,3.0,25.0,506.25,3025.0,0.0,2.25,0,0,1,0,0
1534,5.0,5.0,20.0,47.0,10.0,3.0,1.0,25.0,400.0,2209.0,100.0,9.0,0,0,1,0,0
1540,14.7,5.0,27.0,35.0,4.0,12.5,0.0,25.0,729.0,1225.0,16.0,156.25,0,0,1,0,0
1549,5.04,8.0,23.0,50.0,5.0,5.0,8.0,64.0,529.0,2500.0,25.0,25.0,0,0,1,0,0
1572,12.6,3.0,33.0,29.0,4.0,1.0,17.0,9.0,1089.0,841.0,16.0,1.0,0,0,1,0,0
1573,7.8,5.0,23.0,50.0,26.0,11.0,3.0,25.0,529.0,2500.0,676.0,121.0,0,0,1,0,0
1579,16.9,5.0,25.0,40.0,10.0,6.0,7.0,25.0,625.0,1600.0,100.0,36.0,0,0,1,0,0
1586,6.8,3.0,27.0,35.0,15.0,4.0,1.0,9.0,729.0,1225.0,225.0,16.0,0,0,1,0,0
1588,8.97,2.0,23.0,34.0,10.0,0.96,5.0,4.0,529.0,1156.0,100.0,0.9216,0,0,1,0,0
1606,6.53,2.0,21.0,40.0,10.0,5.0,2.0,4.0,441.0,1600.0,100.0,25.0,0,0,1,0,0
1638,6.5,0.5,13.0,34.0,15.0,6.6,12.0,0.25,169.0,1156.0,225.0,43.559999999999995,0,0,1,0,0
1652,20.2,5.0,20.0,28.0,15.0,3.0,0.0,25.0,400.0,784.0,225.0,9.0,0,0,1,0,0
1665,5.2,1.0,14.0,70.0,15.0,1.0,0.0,1.0,196.0,4900.0,225.0,1.0,0,0,1,0,0
1678,9.2,1.0,17.0,27.0,20.0,5.0,1.0,1.0,289.0,729.0,400.0,25.0,0,0,1,0,0
1706,8.7,5.0,24.0,32.0,40.0,5.0,4.0,25.0,576.0,1024.0,1600.0,25.0,0,0,1,0,0
1729,4.4,3.0,10.0,70.0,22.0,3.0,5.0,9.0,100.0,4900.0,484.0,9.0,0,0,1,0,0
1749,11.3,2.0,22.0,29.0,15.0,2.0,2.0,4.0,484.0,841.0,225.0,4.0,0,0,1,0,0
1750,5.8,1.0,19.0,26.0,0.0,5.8,65.0,1.0,361.0,676.0,0.0,33.64,0,0,1,0,0
1752,4.4,4.0,18.8,26.0,3.0,2.0,2.0,16.0,353.44000000000005,676.0,9.0,4.0,0,0,1,0,0
1812,14.4,20.0,22.0,21.0,8.0,6.0,0.0,400.0,484.0,441.0,64.0,36.0,0,0,1,0,0
1880,31.0,0.1,21.0,29.0,10.0,60.0,0.0,0.01,441.0,841.0,100.0,3600.0,0,0,1,0,0
1881,4.2,3.0,15.0,80.0,1.0,1.0,1.0,9.0,225.0,6400.0,1.0,1.0,0,0,1,0,0
1949,30.5,5.0,18.0,45.0,10.0,2.5,0.0,25.0,324.0,2025.0,100.0,6.25,0,0,1,0,0
1952,34.6,5.0,21.5,40.0,20.0,15.0,1.0,25.0,462.25,1600.0,400.0,225.0,0,0,1,0,0
1985,5.7,0.5,23.0,30.0,0.0,2.0,0.0,0.25,529.0,900.0,0.0,4.0,0,0,1,0,0
2008,5.8,25.0,28.0,41.0,8.0,1.5,4.0,625.0,784.0,1681.0,64.0,2.25,0,0,1,0,0
2057,22.7,7.0,32.0,42.0,5.0,7.0,5.0,49.0,1024.0,1764.0,25.0,49.0,0,0,1,0,0
2094,32.5,3.0,20.0,75.0,0.0,32.5,0.0,9.0,400.0,5625.0,0.0,1056.25,0,0,1,0,0
2116,12.0,5.0,29.0,34.0,15.0,4.0,11.0,25.0,841.0,1156.0,225.0,16.0,0,0,1,0,0
2121,8.4,1.0,19.0,57.0,5.0,8.4,0.0,1.0,361.0,3249.0,25.0,70.56,0,0,1,0,0
2129,5.03,1.0,19.0,100.0,0.0,10.0,75.0,1.0,361.0,10000.0,0.0,100.0,0,0,1,0,0
2135,30.9,15.0,29.0,45.0,15.0,7.14,0.0,225.0,841.0,2025.0,225.0,50.9796,0,0,1,0,0
2141,32.0,3.0,23.0,50.0,7.0,18.0,2.0,9.0,529.0,2500.0,49.0,324.0,0,0,1,0,0
2160,5.5,10.0,28.0,50.0,5.0,6.0,5.0,100.0,784.0,2500.0,25.0,36.0,0,0,1,0,0
2170,5.29,3.0,21.0,96.0,10.0,3.68,71.0,9.0,441.0,9216.0,100.0,13.5424,0,0,1,0,0
2175,4.9,3.0,18.0,70.0,5.0,8.2,8.0,9.0,324.0,4900.0,25.0,67.24,0,0,1,0,0
2177,9.7,3.0,16.0,67.0,4.0,3.0,4.0,9.0,256.0,4489.0,16.0,9.0,0,0,1,0,0
2208,23.6,1.0,27.0,54.0,16.0,5.5,0.0,1.0,729.0,2916.0,256.0,30.25,0,0,1,0,0
2212,21.2,5.0,28.0,21.0,20.0,4.0,5.0,25.0,784.0,441.0,400.0,16.0,0,0,1,0,0
2217,8.7,2.0,29.0,46.0,5.0,0.3,0.0,4.0,841.0,2116.0,25.0,0.09,0,0,1,0,0
2219,23.6,2.0,25.0,35.0,15.0,9.0,12.0,4.0,625.0,1225.0,225.0,81.0,0,0,1,0,0
2222,36.1,15.0,31.0,36.0,15.0,5.0,4.0,225.0,961.0,1296.0,225.0,25.0,0,0,1,0,0
2227,20.1,10.0,25.0,45.0,10.0,20.0,2.0,100.0,625.0,2025.0,100.0,400.0,0,0,1,0,0
2230,8.6,0.1,18.0,32.0,20.0,0.5,4.0,0.01,324.0,1024.0,400.0,0.25,0,0,1,0,0
2291,25.6,2.0,28.0,35.0,15.0,0.5,3.0,4.0,784.0,1225.0,225.0,0.25,0,0,1,0,0
2297,17.7,0.0,34.0,23.0,13.0,15.0,24.0,0.0,1156.0,529.0,169.0,225.0,0,0,1,0,0
2312,6.8,5.0,31.0,36.0,2.0,3.0,2.0,25.0,961.0,1296.0,4.0,9.0,0,0,1,0,0
2332,4.9,5.0,24.0,30.0,15.0,0.5,3.0,25.0,576.0,900.0,225.0,0.25,0,0,1,0,0
2355,6.0,15.0,23.0,43.0,5.0,6.0,0.0,225.0,529.0,1849.0,25.0,36.0,0,0,1,0,0
2360,15.3,5.0,20.0,75.0,24.0,16.5,8.0,25.0,400.0,5625.0,576.0,272.25,0,0,1,0,0
2372,8.3,5.0,20.0,42.0,10.0,4.0,10.0,25.0,400.0,1764.0,100.0,16.0,0,0,1,0,0
2373,27.2,3.0,29.0,46.0,10.0,0.1,7.0,9.0,841.0,2116.0,100.0,0.01,0,0,1,0,0
2379,27.2,15.0,29.0,46.0,10.0,30.0,0.0,225.0,841.0,2116.0,100.0,900.0,0,0,1,0,0
2381,12.7,4.0,28.0,38.0,15.0,6.0,0.0,16.0,784.0,1444.0,225.0,36.0,0,0,1,0,0
2394,5.0,0.0,19.0,65.0,5.0,5.0,88.0,0.0,361.0,4225.0,25.0,25.0,0,0,1,0,0
2407,5.0,0.0,21.0,35.0,25.0,5.0,0.0,0.0,441.0,1225.0,625.0,25.0,0,0,1,0,0
2514,39.0,0.5,2.0,62.0,23.0,3.0,0.0,0.25,4.0,3844.0,529.0,9.0,0,0,1,0,0
2532,4.5,1.0,4.0,30.0,5.0,3.0,2.0,1.0,16.0,900.0,25.0,9.0,0,0,1,0,0
2606,14.93,5.0,28.0,28.0,23.0,7.0,3.0,25.0,784.0,784.0,529.0,49.0,0,0,1,0,0
2613,20.0,5.0,23.0,32.0,15.0,0.5,2.0,25.0,529.0,1024.0,225.0,0.25,0,0,1,0,0
2618,18.3,1.0,20.0,33.0,10.0,2.0,0.0,1.0,400.0,1089.0,100.0,4.0,0,0,1,0,0
2658,7.5,2.0,31.0,25.0,15.0,0.1,2.0,4.0,961.0,625.0,225.0,0.01,0,0,1,0,0
2678,6.5,5.0,24.0,24.0,2.0,4.0,2.0,25.0,576.0,576.0,4.0,16.0,0,0,1,0,0
2745,8.0,5.0,19.0,40.0,15.0,5.0,2.0,25.0,361.0,1600.0,225.0,25.0,0,0,1,0,0
2766,12.2,2.0,19.0,30.0,20.0,6.0,1.0,4.0,361.0,900.0,400.0,36.0,0,0,1,0,0
2841,24.1,3.0,30.0,47.0,5.0,5.0,2.0,9.0,900.0,2209.0,25.0,25.0,0,0,1,0,0
2844,32.6,10.0,27.0,31.0,10.0,5.0,3.0,100.0,729.0,961.0,100.0,25.0,0,0,1,0,0
2856,7.4,2.0,24.0,40.0,15.0,6.5,2.0,4.0,576.0,1600.0,225.0,42.25,0,0,1,0,0
2903,9.24,5.0,19.3,71.0,5.0,10.0,1.0,25.0,372.49,5041.0,25.0,100.0,0,0,1,0,0
2918,5.1,5.0,20.0,50.0,20.0,12.0,65.0,25.0,400.0,2500.0,400.0,144.0,0,0,1,0,0
2937,25.16,3.0,26.0,45.0,10.0,31.0,0.0,9.0,676.0,2025.0,100.0,961.0,0,0,1,0,0
2957,11.2,10.0,26.0,40.0,20.0,5.0,0.0,100.0,676.0,1600.0,400.0,25.0,0,0,1,0,0
3042,7.4,5.0,34.0,38.0,10.0,0.5,15.0,25.0,1156.0,1444.0,100.0,0.25,0,0,1,0,0
3065,4.2,5.0,27.5,34.0,5.0,2.5,3.0,25.0,756.25,1156.0,25.0,6.25,0,0,1,0,0
3093,28.3,15.0,30.0,27.0,20.0,4.0,2.0,225.0,900.0,729.0,400.0,16.0,0,0,1,0,0
3132,28.58,2.0,16.0,36.0,17.0,3.0,10.0,4.0,256.0,1296.0,289.0,9.0,0,0,1,0,0
3209,4.9,1.0,14.0,40.0,13.0,4.7,12.0,1.0,196.0,1600.0,169.0,22.090000000000003,0,0,1,0,0
3223,8.54,3.0,17.0,9.0,15.0,10.0,1.0,9.0,289.0,81.0,225.0,100.0,0,0,1,0,0
3241,12.3,5.0,21.0,30.0,15.0,2.5,16.0,25.0,441.0,900.0,225.0,6.25,0,0,1,0,0
3252,23.74,2.0,22.0,19.0,10.0,23.74,8.0,4.0,484.0,361.0,100.0,563.5876,0,0,1,0,0
3267,5.0,3.0,19.0,29.0,35.0,5.0,5.0,9.0,361.0,841.0,1225.0,25.0,0,0,1,0,0
3269,19.8,2.0,12.0,26.0,24.0,0.5,0.0,4.0,144.0,676.0,576.0,0.25,0,0,1,0,0
3299,19.5,0.5,26.0,18.0,1.0,0.5,0.0,0.25,676.0,324.0,1.0,0.25,0,0,1,0,0
3384,4.5,3.0,20.0,18.0,15.0,2.0,0.0,9.0,400.0,324.0,225.0,4.0,0,0,1,0,0
3404,4.5,2.0,32.0,13.0,10.0,2.0,6.0,4.0,1024.0,169.0,100.0,4.0,0,0,1,0,0
3413,14.7,10.0,30.0,18.0,15.0,1.0,11.0,100.0,900.0,324.0,225.0,1.0,0,0,1,0,0
3425,19.1,10.0,15.0,27.0,15.0,4.0,0.0,100.0,225.0,729.0,225.0,16.0,0,0,1,0,0
3426,11.6,3.0,25.0,25.0,10.0,3.0,9.0,9.0,625.0,625.0,100.0,9.0,0,0,1,0,0
3429,10.0,5.0,18.0,20.0,20.0,10.0,1.0,25.0,324.0,400.0,400.0,100.0,0,0,1,0,0
3430,5.0,3.0,18.0,20.0,20.0,5.0,1.0,9.0,324.0,400.0,400.0,25.0,0,0,1,0,0
3494,30.4,5.0,21.0,38.0,25.0,0.9,0.0,25.0,441.0,1444.0,625.0,0.81,0,0,1,0,0
3526,35.1,5.0,25.0,30.0,10.0,20.0,12.0,25.0,625.0,900.0,100.0,400.0,0,0,1,0,0
3562,4.3,2.0,22.0,53.0,5.0,2.0,16.0,4.0,484.0,2809.0,25.0,4.0,0,0,1,0,0
3736,8.1,20.0,21.0,55.0,8.0,50.0,7.0,400.0,441.0,3025.0,64.0,2500.0,0,0,1,0,0
3772,18.3,2.0,30.0,43.0,4.0,0.2,4.0,4.0,900.0,1849.0,16.0,0.04,0,0,1,0,0
3806,6.6,2.5,25.0,30.0,20.0,2.5,0.0,6.25,625.0,900.0,400.0,6.25,0,0,1,0,0
3831,14.8,1.0,32.0,34.0,20.0,4.0,0.0,1.0,1024.0,1156.0,400.0,16.0,0,0,1,0,0
3837,26.9,10.0,21.0,75.0,16.0,10.0,0.0,100.0,441.0,5625.0,256.0,100.0,0,0,1,0,0
3848,4.5,10.0,30.0,35.0,14.0,3.0,4.0,100.0,900.0,1225.0,196.0,9.0,0,0,1,0,0
3864,4.9,10.0,20.0,70.0,10.0,10.0,5.0,100.0,400.0,4900.0,100.0,100.0,0,0,1,0,0
3876,12.9,6.0,20.0,55.0,8.0,2.5,0.0,36.0,400.0,3025.0,64.0,6.25,0,0,1,0,0
3904,5.0,1.0,21.0,65.0,0.0,1.0,2.0,1.0,441.0,4225.0,0.0,1.0,0,0,1,0,0
3913,7.92,2.0,22.0,68.0,2.0,1.0,4.0,4.0,484.0,4624.0,4.0,1.0,0,0,1,0,0
3923,7.9,2.0,27.0,35.0,10.0,0.8,2.0,4.0,729.0,1225.0,100.0,0.6400000000000001,0,0,1,0,0
3930,8.0,3.0,30.0,27.0,10.0,4.0,2.0,9.0,900.0,729.0,100.0,16.0,0,0,1,0,0
3953,20.08,2.0,18.0,61.0,5.0,10.0,1.0,4.0,324.0,3721.0,25.0,100.0,0,0,1,0,0
3966,33.4,3.0,25.0,33.0,6.0,5.0,8.0,9.0,625.0,1089.0,36.0,25.0,0,0,1,0,0
4041,24.0,5.0,23.0,48.0,4.0,8.0,17.0,25.0,529.0,2304.0,16.0,64.0,0,0,1,0,0
4046,6.2,1.0,17.0,74.0,0.0,1.0,37.0,1.0,289.0,5476.0,0.0,1.0,0,0,1,0,0
4101,36.9,1.0,12.0,33.0,16.0,1.0,1.0,1.0,144.0,1089.0,256.0,1.0,0,0,1,0,0
4112,5.54,2.0,8.0,30.0,5.0,3.0,5.0,4.0,64.0,900.0,25.0,9.0,0,0,1,0,0
4119,4.1,0.1,5.0,73.0,0.0,3.5,50.0,0.01,25.0,5329.0,0.0,12.25,0,0,1,0,0
4120,4.96,1.0,5.0,35.0,0.0,1.5,3.0,1.0,25.0,1225.0,0.0,2.25,0,0,1,0,0
4197,7.1,7.0,18.0,27.0,22.0,1.4,10.0,49.0,324.0,729.0,484.0,1.9599999999999995,0,0,1,0,0
4199,7.8,1.0,18.0,29.0,3.0,0.3,4.0,1.0,324.0,841.0,9.0,0.09,0,0,1,0,0
4256,19.99,1.0,6.0,40.0,15.0,15.0,11.0,1.0,36.0,1600.0,225.0,225.0,0,0,1,0,0
4279,4.98,0.5,20.0,15.0,10.0,0.5,3.0,0.25,400.0,225.0,100.0,0.25,0,0,1,0,0
4300,6.3,2.0,20.0,21.0,7.0,3.0,0.0,4.0,400.0,441.0,49.0,9.0,0,0,1,0,0
4311,11.0,4.0,20.0,25.0,15.0,0.5,9.0,16.0,400.0,625.0,225.0,0.25,0,0,1,0,0
4368,7.8,2.0,27.0,31.0,6.0,5.0,11.0,4.0,729.0,961.0,36.0,25.0,0,0,1,0,0
4373,7.03,7.0,30.0,24.0,2.0,1.0,0.0,49.0,900.0,576.0,4.0,1.0,0,0,1,0,0
4393,11.5,2.0,27.0,19.0,15.0,2.0,1.0,4.0,729.0,361.0,225.0,4.0,0,0,1,0,0
4398,20.4,25.0,28.0,40.0,15.0,4.0,4.0,625.0,784.0,1600.0,225.0,16.0,0,0,1,0,0
4399,10.8,20.0,27.5,26.0,12.0,20.0,15.0,400.0,756.25,676.0,144.0,400.0,0,0,1,0,0
4406,7.75,5.0,23.0,21.0,10.0,0.5,0.0,25.0,529.0,441.0,100.0,0.25,0,0,1,0,0
4423,4.7,2.0,26.0,35.0,15.0,4.0,0.0,4.0,676.0,1225.0,225.0,16.0,0,0,1,0,0
4431,19.37,1.0,28.0,44.0,15.0,0.6,0.0,1.0,784.0,1936.0,225.0,0.36,0,0,1,0,0
4436,25.1,0.1,29.0,27.0,20.0,25.0,1.0,0.01,841.0,729.0,400.0,625.0,0,0,1,0,0
4442,5.5,5.0,25.0,30.0,15.0,0.8,26.0,25.0,625.0,900.0,225.0,0.6400000000000001,0,0,1,0,0
4443,36.6,15.0,24.0,25.0,15.0,15.0,0.0,225.0,576.0,625.0,225.0,225.0,0,0,1,0,0
4444,6.1,5.0,24.0,38.0,15.0,11.0,66.0,25.0,576.0,1444.0,225.0,121.0,0,0,1,0,0
4456,8.7,1.0,20.0,60.0,5.0,5.0,28.0,1.0,400.0,3600.0,25.0,25.0,0,0,1,0,0
4522,4.5,3.0,19.0,22.0,15.0,1.0,0.0,9.0,361.0,484.0,225.0,1.0,0,0,1,0,0
4566,16.6,5.0,20.0,35.0,7.0,1.0,8.0,25.0,400.0,1225.0,49.0,1.0,0,0,1,0,0
4590,12.5,5.0,15.0,65.0,20.0,5.0,4.0,25.0,225.0,4225.0,400.0,25.0,0,0,1,0,0
4606,8.5,5.0,19.0,40.0,10.0,2.0,2.0,25.0,361.0,1600.0,100.0,4.0,0,0,1,0,0
4621,29.3,5.0,25.0,48.0,10.0,15.0,2.0,25.0,625.0,2304.0,100.0,225.0,0,0,1,0,0
4633,10.6,2.0,28.0,38.0,10.0,4.0,1.0,4.0,784.0,1444.0,100.0,16.0,0,0,1,0,0
4643,13.1,0.0,31.0,38.0,10.0,5.0,9.0,0.0,961.0,1444.0,100.0,25.0,0,0,1,0,0
4659,9.6,2.0,19.0,81.0,2.0,6.5,5.0,4.0,361.0,6561.0,4.0,42.25,0,0,1,0,0
4666,10.2,5.0,28.0,25.0,15.0,5.0,5.0,25.0,784.0,625.0,225.0,25.0,0,0,1,0,0
4673,20.0,3.0,28.0,45.0,10.0,0.1,1.0,9.0,784.0,2025.0,100.0,0.01,0,0,1,0,0
4689,5.3,3.0,21.0,65.0,10.0,1.5,8.0,9.0,441.0,4225.0,100.0,2.25,0,0,1,0,0
4694,7.8,1.0,28.0,40.0,5.0,1.0,0.0,1.0,784.0,1600.0,25.0,1.0,0,0,1,0,0
4699,4.1,2.0,19.0,40.0,10.0,1.5,0.0,4.0,361.0,1600.0,100.0,2.25,0,0,1,0,0
4703,8.5,3.0,25.0,57.0,3.0,0.01,24.0,9.0,625.0,3249.0,9.0,0.0001,0,0,1,0,0
4748,13.3,7.0,24.0,36.0,15.0,10.1,1.0,49.0,576.0,1296.0,225.0,102.01,0,0,1,0,0
4801,7.3,3.0,30.0,25.0,20.0,2.0,0.0,9.0,900.0,625.0,400.0,4.0,0,0,1,0,0
4810,5.9,0.0,10.0,100.0,5.0,6.0,6.0,0.0,100.0,10000.0,25.0,36.0,0,0,1,0,0
4815,11.6,1.0,25.0,35.0,15.0,11.6,0.0,1.0,625.0,1225.0,225.0,134.56,0,0,1,0,0
4817,8.3,1.0,31.0,62.0,15.0,0.3,1.0,1.0,961.0,3844.0,225.0,0.09,0,0,1,0,0
4851,4.81,0.1,27.0,22.0,14.0,0.3,0.0,0.01,729.0,484.0,196.0,0.09,0,0,1,0,0
4857,6.1,8.0,25.0,40.0,10.0,4.0,0.0,64.0,625.0,1600.0,100.0,16.0,0,0,1,0,0
4859,5.4,3.0,30.0,25.0,10.0,4.7,1.0,9.0,900.0,625.0,100.0,22.090000000000003,0,0,1,0,0
4861,11.1,0.1,29.0,25.0,12.0,4.0,0.0,0.01,841.0,625.0,144.0,16.0,0,0,1,0,0
4875,20.5,25.0,26.0,22.0,15.0,9.0,0.0,625.0,676.0,484.0,225.0,81.0,0,0,1,0,0
4902,10.2,4.0,24.0,35.0,16.0,7.0,31.0,16.0,576.0,1225.0,256.0,49.0,0,0,1,0,0
4904,15.4,8.0,27.0,35.0,20.0,2.5,10.0,64.0,729.0,1225.0,400.0,6.25,0,0,1,0,0
4929,30.2,2.0,25.0,45.0,20.0,1.0,4.0,4.0,625.0,2025.0,400.0,1.0,0,0,1,0,0
4945,7.9,5.0,20.0,45.0,15.0,3.5,2.0,25.0,400.0,2025.0,225.0,12.25,0,0,1,0,0
4952,6.0,3.0,28.0,27.0,5.0,1.1,4.0,9.0,784.0,729.0,25.0,1.2100000000000002,0,0,1,0,0
4955,19.0,0.1,27.0,35.0,15.0,0.7,38.0,0.01,729.0,1225.0,225.0,0.4899999999999999,0,0,1,0,0
4962,23.9,11.0,18.0,40.0,20.0,5.0,0.0,121.0,324.0,1600.0,400.0,25.0,0,0,1,0,0
5117,8.4,0.2,23.0,39.0,25.0,1.5,6.0,0.04,529.0,1521.0,625.0,2.25,0,0,1,0,0
5235,10.0,0.0,10.0,30.0,35.0,7.0,4.0,0.0,100.0,900.0,1225.0,49.0,0,0,1,0,0
5258,5.0,0.1,5.0,45.0,15.0,5.0,15.0,0.01,25.0,2025.0,225.0,25.0,0,0,1,0,0
5281,7.5,0.0,8.5,31.0,0.0,7.5,50.0,0.0,72.25,961.0,0.0,56.25,0,0,1,0,0
5309,6.9,1.0,11.0,42.0,20.0,1.5,5.0,1.0,121.0,1764.0,400.0,2.25,0,0,1,0,0
5312,8.5,0.1,20.0,25.0,0.0,2.5,9.0,0.01,400.0,625.0,0.0,6.25,0,0,1,0,0
5346,5.46,1.0,0.0,64.0,5.0,10.0,8.0,1.0,0.0,4096.0,25.0,100.0,0,0,1,0,0
5365,11.48,2.0,15.0,41.0,15.0,1.5,6.0,4.0,225.0,1681.0,225.0,2.25,0,0,1,0,0
5370,9.2,3.0,21.0,31.0,18.0,4.0,2.0,9.0,441.0,961.0,324.0,16.0,0,0,1,0,0
