current_size,fire_spread_rate,temperature,relative_humidity,wind_speed,fire_fighting_start_size,duration_from_reported_to_dispatch
475.2,1.0,12.0,26.0,30.0,1.0,0.0
1.9,0.1,19.0,17.0,22.0,1.0,4.0
0.5,0.1,20.0,30.0,40.0,0.01,0.0
2.4,1.0,20.0,18.0,30.0,0.5,7.0
0.01,0.0,21.0,27.0,5.0,0.01,20.0
0.2,0.1,20.0,25.0,25.0,0.2,5.0
3.4,1.0,18.0,55.0,15.0,3.4,1165.0
90.0,3.0,22.0,25.0,40.0,2.0,7.0
5.9,1.0,23.0,33.0,30.0,4.0,3.0
2.1,0.0,22.0,13.0,20.0,1.5,15.0
16011.2,3.0,20.0,18.0,37.0,1.5,6.0
0.8,0.5,25.0,27.0,25.0,0.3,16.0
0.5,0.0,2.0,13.0,20.0,0.5,0.0
42.6,1.0,19.0,21.0,35.0,4.0,0.0
87659.4,15.0,20.0,25.0,25.0,6.0,0.0
7.6,6.0,11.0,53.0,25.0,5.0,2.0
5453.4,5.0,22.0,25.0,40.0,15.0,40.0
0.2,2.0,15.0,38.0,28.0,0.2,0.0
6.0,2.0,17.0,35.0,30.0,2.0,0.0
1.5,0.0,21.0,15.0,28.0,1.5,0.0
72.6,1.7,19.0,21.0,50.0,15.0,144.0
0.02,0.0,20.0,18.0,51.0,0.02,12.0
0.01,0.5,19.0,40.0,35.0,0.01,2.0
2.7,3.0,24.0,21.0,50.0,0.3,0.0
2.0,1.0,23.0,20.0,15.0,2.0,49.0
1.0,1.0,14.0,40.0,40.0,0.1,12.0
0.7,1.0,19.0,21.0,17.0,0.7,17.0
2.0,4.0,21.0,17.0,53.0,2.0,15.0
0.1,0.0,18.0,35.0,45.0,0.01,5.0
397.9,2.0,17.0,20.0,20.0,3.0,3.0
0.5,5.0,20.0,18.0,51.0,0.5,0.0
0.9,0.1,24.0,20.0,20.0,0.5,2.0
0.04,0.1,22.0,16.0,15.0,0.04,0.0
4213.8,1.0,14.0,65.0,22.0,3000.0,1.0
0.15,0.1,18.0,29.0,47.0,0.12,13.0
2.1,5.0,23.0,55.0,20.0,0.5,120.0
351.7,4.0,26.0,25.0,75.0,4.0,909.0
6.42,0.0,20.0,24.0,10.0,1.5,969.0
42.8,5.0,17.0,31.0,30.0,6.0,50.0
0.01,0.5,20.1,12.0,10.0,0.5,0.0
12.0,10.0,11.0,43.0,16.0,12.0,0.0
0.01,0.0,12.0,60.0,20.0,0.01,4.0
1.1,0.0,10.0,45.0,2.0,1.3,255.0
0.01,0.5,20.0,30.0,50.0,0.01,8.0
38.5,5.0,20.0,25.0,15.0,60.0,0.0
0.4,0.0,26.0,40.0,4.0,0.75,1.0
0.1,1.0,20.0,25.0,15.0,0.1,0.0
1.6,1.0,21.0,22.0,15.0,1.5,5.0
5.9,5.0,19.0,25.0,25.0,1.5,2.0
0.5,1.0,26.0,21.0,30.0,0.5,0.0
3.2,0.0,20.0,30.0,50.0,1.0,20.0
0.01,1.0,18.0,30.0,30.0,0.05,25.0
0.4,1.0,15.0,38.0,10.0,0.01,8.0
2.3,1.0,26.0,24.0,70.0,0.3,24.0
89.0,8.0,22.0,20.0,35.0,25.0,0.0
705.0,10.0,24.0,13.0,15.0,1.0,0.0
67.0,3.0,23.0,26.0,50.0,5.0,2.0
0.15,0.5,18.0,20.0,20.0,0.5,3.0
3.48,0.1,22.0,30.0,20.0,0.3,1.0
1474.0,0.3,24.0,12.0,30.0,0.03,6.0
0.01,0.1,23.0,24.0,27.0,0.01,5.0
2.1,1.0,21.0,25.0,60.0,1.1,7.0
1.2,0.5,17.0,26.0,5.0,0.25,25.0
0.01,0.0,17.0,26.0,5.0,0.01,5.0
1862.2,3.0,19.0,22.0,32.0,10.0,31.0
1.3,3.0,18.0,35.0,25.0,0.7,65.0
1.0,0.0,23.0,30.0,30.0,1.0,1226.0
2.1,2.0,20.0,48.0,20.0,2.1,1.0
5.1,5.0,21.0,53.0,46.0,2.0,57.0
0.2,0.1,17.0,38.0,45.0,0.2,14.0
17.5,5.0,20.0,15.0,30.0,2.0,0.0
424.7,5.0,15.0,29.0,56.0,321.2,39.0
0.25,0.0,18.0,25.0,8.0,0.25,8.0
481.4,30.0,21.0,18.0,20.0,5.0,2.0
17472.9,3.0,22.0,26.0,46.0,2685.0,1114.0
0.15,0.0,16.0,35.0,10.0,0.15,71.0
0.4,0.0,20.0,25.0,30.0,0.4,29.0
0.9,0.1,20.0,25.0,5.0,0.9,21.0
316.7,15.0,20.0,26.0,46.0,3.0,11.0
0.2,0.0,16.0,30.0,5.0,0.2,17.0
0.01,0.0,19.5,25.0,30.0,0.01,1.0
0.2,0.0,20.0,18.0,10.0,0.2,5.0
2.0,1.0,20.0,26.0,55.0,2.0,1.0
0.01,0.0,23.0,30.0,20.0,0.01,4.0
1.0,2.0,13.0,35.0,15.0,1.0,6.0
0.6,0.1,5.0,47.0,10.0,1.0,0.0
0.2,0.1,18.0,35.0,10.0,0.2,9.0
0.7,2.0,16.0,36.0,4.0,0.3,6.0
0.1,0.0,20.0,25.0,20.0,0.1,0.0
4.5,3.0,27.0,18.0,12.0,4.5,8.0
1.3,1.0,21.0,26.0,9.0,1.0,9.0
15.0,1.0,24.0,34.0,20.0,15.0,40.0
0.2,0.0,25.0,33.0,15.0,0.2,1.0
0.4,5.0,24.0,31.0,6.0,0.3,2.0
0.01,0.0,15.0,70.0,5.0,0.01,8.0
0.1,0.0,17.0,45.0,10.0,0.1,0.0
0.1,0.1,12.0,40.0,0.0,0.1,0.0
0.5,1.0,18.0,35.0,25.0,0.5,0.0
0.1,0.0,19.0,29.0,30.0,0.1,0.0
0.2,0.5,16.0,60.0,0.0,0.2,7.0
0.01,0.1,15.0,47.0,0.0,0.01,13.0
0.01,0.1,18.0,22.0,5.0,0.2,0.0
0.01,0.0,16.0,80.0,5.0,0.01,7.0
0.25,0.5,24.0,40.0,5.0,0.01,0.0
0.01,0.0,21.0,40.0,10.0,0.01,0.0
0.01,0.0,9.0,50.0,0.0,0.01,0.0
0.1,0.0,17.0,62.0,5.0,0.1,1.0
0.02,1.0,12.0,90.0,5.0,0.02,0.0
0.01,0.5,28.0,31.0,3.0,0.01,0.0
0.3,2.0,27.0,30.0,5.0,0.3,2.0
32.6,10.0,24.0,25.0,10.0,10.0,0.0
0.1,1.0,20.0,36.0,5.0,0.1,0.0
0.1,0.0,16.0,63.0,5.0,0.1,3.0
0.01,0.0,21.0,47.0,13.0,0.1,5.0
0.1,0.1,17.0,72.0,5.0,0.2,0.0
0.1,0.1,17.0,72.0,5.0,0.1,4.0
0.01,0.0,21.0,35.0,0.0,0.01,11.0
0.11,0.0,18.0,26.0,2.0,0.11,2.0
13.9,5.0,20.0,30.0,25.0,2.0,5.0
0.1,0.0,24.5,31.0,15.0,0.1,4.0
0.01,0.0,18.0,80.0,5.0,0.01,3.0
0.01,0.5,18.0,70.0,2.0,0.01,2.0
1.0,3.0,24.0,32.0,8.0,1.0,3.0
0.01,0.0,12.0,51.0,5.0,0.01,0.0
0.1,0.0,17.0,45.0,0.0,0.1,0.0
0.2,2.0,22.0,30.0,6.0,0.2,21.0
0.01,1.0,22.0,47.0,5.0,0.01,0.0
0.01,0.0,12.0,51.0,5.0,0.01,0.0
14.0,13.0,25.0,27.0,13.0,10.0,9.0
0.01,0.0,18.0,46.0,9.0,0.01,0.0
3.3,0.5,16.0,45.0,19.0,2.0,0.0
0.01,0.5,14.0,100.0,10.0,0.01,0.0
0.5,1.0,12.0,35.0,10.0,0.5,0.0
0.01,0.0,16.0,35.0,5.0,0.01,697.0
0.01,0.0,3.0,85.0,5.0,0.01,0.0
0.01,0.0,7.0,88.0,0.0,0.01,0.0
0.01,0.0,7.0,88.0,0.0,0.01,0.0
0.01,0.0,3.5,85.0,5.0,0.01,0.0
1.1,0.5,18.0,20.0,10.0,1.2,0.0
0.4,2.0,11.0,37.0,5.0,0.4,1.0
0.3,2.0,19.0,22.0,10.0,0.3,1.0
0.3,0.0,21.0,31.0,18.0,0.3,0.0
0.2,2.0,22.0,20.0,10.0,0.5,2.0
1.5,5.0,22.0,25.0,10.0,0.03,20.0
8.7,3.0,17.0,46.0,10.0,8.7,1.0
25.9,15.0,20.0,24.0,10.0,0.5,3.0
0.2,0.1,18.0,25.0,15.0,0.1,3.0
1.2,0.5,25.0,27.0,5.0,0.3,2.0
0.6,1.0,22.0,32.0,5.0,0.04,3.0
0.01,1.0,20.0,28.0,15.0,0.01,5.0
0.05,2.0,24.0,20.0,20.0,0.05,0.0
0.5,0.0,20.0,28.0,13.0,0.5,10.0
0.01,0.1,20.0,28.0,15.0,0.01,0.0
0.01,1.0,24.0,20.0,20.0,0.01,9.0
0.1,0.0,11.0,46.0,15.0,0.1,2.0
0.5,1.0,18.0,50.0,10.0,0.5,22.0
0.83,3.0,15.0,80.0,15.0,1.5,0.0
0.01,1.0,20.0,45.0,5.0,0.01,134.0
1.3,1.0,18.0,80.0,5.0,0.3,7.0
0.9,1.0,21.0,60.0,5.0,1.0,0.0
0.1,1.0,21.0,60.0,5.0,0.05,0.0
0.01,0.0,20.0,50.0,0.0,0.01,0.0
0.01,5.0,22.0,58.0,3.0,0.01,4.0
0.1,0.5,23.0,53.0,2.0,0.4,11.0
0.01,0.1,15.0,45.0,15.0,0.01,15.0
0.01,0.0,20.0,56.0,0.0,0.01,0.0
0.01,10.0,22.0,50.0,6.0,0.01,1.0
0.03,0.5,21.0,54.0,2.0,0.03,0.0
0.5,1.0,26.0,30.0,15.0,0.2,0.0
0.01,2.0,16.0,55.0,4.0,0.01,5.0
1782.2,9.0,18.0,50.0,10.0,8.0,10.0
0.03,0.0,18.0,50.0,10.0,0.03,0.0
36.0,3.0,17.0,40.0,15.0,8.0,0.0
0.03,0.5,16.0,30.0,27.0,0.03,12.0
0.01,0.0,20.0,40.0,5.0,0.01,0.0
0.01,0.0,21.0,25.0,5.0,0.01,6.0
0.1,1.0,15.0,45.0,5.0,0.2,2.0
0.5,0.1,19.0,40.0,0.0,0.01,28.0
0.01,0.0,16.0,40.0,16.0,0.01,0.0
0.1,0.1,17.0,51.0,2.0,0.1,1.0
0.01,0.0,17.0,56.0,14.0,0.01,3.0
0.03,1.0,22.0,40.0,1.0,0.01,0.0
0.1,1.0,23.0,65.0,2.0,0.1,0.0
0.6,5.0,20.0,50.0,0.0,0.6,4.0
0.1,0.0,21.0,40.0,12.0,0.1,4.0
0.1,0.0,21.0,40.0,12.0,0.1,0.0
2.7,5.0,12.0,82.0,5.0,5.0,1.0
0.01,0.0,23.0,34.0,18.0,0.01,0.0
0.01,0.0,22.0,30.0,5.0,0.01,0.0
0.01,0.0,18.0,80.0,10.0,0.01,0.0
0.3,0.0,25.0,50.0,5.0,0.3,0.0
0.5,0.5,17.0,70.0,8.0,0.5,2.0
13.2,3.0,18.0,35.0,10.0,4.0,2.0
0.01,0.0,20.0,49.0,10.0,0.01,0.0
0.2,0.0,18.0,45.0,0.0,0.01,4.0
0.02,0.0,18.0,44.0,0.0,0.01,0.0
0.01,0.0,18.0,44.0,0.0,0.01,0.0
0.1,1.0,25.0,48.0,0.0,0.1,1.0
0.01,0.0,25.0,48.0,0.0,0.01,0.0
0.1,0.1,31.0,24.0,3.0,0.1,0.0
0.01,0.0,20.5,28.0,1.0,0.01,1.0
3.5,0.2,15.0,37.0,15.0,1.0,34.0
0.01,0.0,17.0,78.0,2.0,0.01,12.0
0.01,0.1,18.0,46.0,0.0,0.01,0.0
0.01,0.1,18.0,52.0,0.0,0.01,3.0
3.6,10.0,14.0,70.0,20.0,3.0,0.0
0.01,0.1,17.0,63.0,0.0,0.01,0.0
20024.4,3.0,25.0,25.0,15.0,3.0,1.0
0.01,1.0,20.0,81.0,0.0,0.01,0.0
0.3,0.1,10.0,80.0,0.0,0.3,7.0
0.01,1.0,10.0,80.0,20.0,0.01,0.0
0.01,1.0,10.0,80.0,20.0,0.01,0.0
465.0,8.0,20.0,35.0,10.0,60.0,1.0
37561.0,2.0,13.0,76.0,8.0,950.0,0.0
0.3,1.0,24.0,55.0,1.0,0.2,7.0
2827.1,1.0,25.0,32.0,20.0,0.25,9.0
0.01,0.0,23.0,100.0,30.0,0.01,0.0
26.4,0.5,25.0,35.0,10.0,12.0,48.0
136.0,0.5,18.0,50.0,10.0,22.3,1.0
0.01,0.1,22.0,43.0,24.0,0.01,1.0
23.6,5.0,27.0,26.0,5.0,10.0,4.0
0.01,0.0,21.0,31.0,6.0,0.01,0.0
30.9,5.0,16.0,35.0,28.0,18.3,2.0
10147.0,0.5,17.0,45.0,28.0,5.5,0.0
0.01,1.0,21.4,90.0,0.0,0.01,4.0
0.05,0.0,13.0,90.0,10.0,0.05,11.0
659.0,0.2,20.0,45.0,15.0,0.1,0.0
0.1,0.0,13.0,65.0,5.0,0.01,10.0
0.01,0.0,17.0,35.0,5.0,0.1,0.0
10.9,8.0,22.0,34.0,25.0,1.9,0.0
72.4,7.0,20.0,22.0,25.0,25.0,3.0
0.01,0.0,19.0,56.0,0.0,0.01,1380.0
0.02,0.0,20.0,50.0,20.0,0.01,0.0
1.43,1.0,24.0,46.0,10.0,0.5,7.0
0.01,0.0,15.0,50.0,10.0,0.01,0.0
0.1,0.0,24.0,56.0,5.0,0.1,6.0
0.01,0.0,25.0,37.0,25.0,0.01,0.0
0.7,0.5,17.0,34.0,34.0,0.7,0.0
0.01,0.0,18.0,48.0,5.0,0.01,0.0
0.1,0.0,15.0,78.0,25.0,0.01,0.0
0.01,0.0,20.0,40.0,10.0,0.01,0.0
0.1,1.0,23.0,46.0,8.0,0.1,0.0
0.01,0.0,21.0,40.0,2.0,0.01,1.0
0.01,0.0,20.0,30.0,20.0,0.01,0.0
0.3,0.0,21.0,35.0,10.0,0.3,8.0
0.01,0.0,26.0,39.0,15.0,0.01,5.0
0.1,1.0,21.0,47.0,8.0,0.1,0.0
0.5,0.5,19.0,60.0,10.0,0.3,9.0
0.24,1.0,25.0,52.0,1.0,0.24,2.0
0.2,0.1,21.0,56.0,0.0,0.02,6.0
0.1,0.0,20.0,75.0,5.0,0.1,25.0
0.1,0.5,23.0,50.0,10.0,0.1,8.0
0.01,0.0,17.0,100.0,5.0,0.01,0.0
0.01,0.0,17.0,100.0,5.0,0.01,0.0
0.01,0.0,12.0,88.0,17.0,0.01,5.0
0.01,0.0,20.0,42.0,5.0,0.01,3.0
0.01,0.0,12.0,80.0,0.0,0.01,8.0
0.6,1.0,28.0,36.0,2.0,0.5,7.0
0.01,0.0,23.0,45.0,5.0,0.01,1.0
0.01,0.0,24.0,70.0,0.0,0.01,34.0
0.01,0.0,21.0,86.0,0.0,0.01,0.0
0.1,0.5,22.0,63.0,5.0,0.1,0.0
0.01,0.0,21.0,55.0,5.0,0.01,0.0
1.3,2.0,18.0,40.0,10.0,1.3,5.0
0.91,1.0,21.0,60.0,8.0,1.5,52.0
1.8,5.0,20.0,60.0,10.0,0.8,0.0
0.26,4.0,20.0,40.0,10.0,1.5,0.0
0.2,0.5,22.8,60.0,5.0,0.5,8.0
0.22,4.0,20.0,40.0,10.0,1.5,0.0
0.2,2.0,20.0,40.0,10.0,0.2,0.0
0.2,0.2,20.0,60.0,10.0,0.2,0.0
0.01,0.0,25.0,77.0,2.0,0.01,31.0
0.01,0.0,25.0,25.0,5.0,0.01,0.0
0.01,0.0,27.0,25.0,10.0,0.01,0.0
0.01,0.0,25.0,40.0,0.0,0.01,0.0
0.01,0.0,19.0,69.0,1.0,0.01,12.0
0.4,1.0,24.0,70.0,14.0,0.1,2.0
0.3,2.0,25.0,50.0,20.0,0.3,3.0
0.01,0.0,23.0,70.0,0.0,0.01,9.0
0.01,0.0,19.0,76.0,0.0,0.01,2.0
0.5,1.0,27.0,34.0,10.0,0.5,30.0
0.01,0.0,15.0,90.0,4.0,0.01,309.0
16.7,1.0,25.0,49.0,10.0,16.7,1.0
0.05,0.0,23.0,50.0,8.0,0.05,1108.0
0.01,1.0,14.0,70.0,10.0,0.01,4.0
0.1,2.0,14.0,80.0,10.0,0.1,0.0
0.01,0.0,24.0,40.0,5.0,0.01,0.0
0.01,0.0,27.0,40.0,5.0,0.01,0.0
0.01,0.5,22.0,52.0,10.0,0.1,5.0
0.5,0.5,15.0,45.0,10.0,0.5,0.0
0.01,0.0,21.0,55.0,15.0,0.01,0.0
0.1,0.0,20.0,80.0,10.0,0.1,1.0
0.6,2.0,21.0,42.0,5.0,1.0,4.0
0.1,0.1,20.0,40.0,5.0,0.1,5.0
0.01,0.0,15.0,50.0,5.0,0.01,7.0
0.01,0.0,15.0,50.0,5.0,0.01,8.0
0.1,0.0,27.0,41.0,5.0,0.1,15.0
2.5,1.0,22.0,45.0,8.0,1.0,3.0
0.01,0.0,22.0,96.0,0.0,0.01,5.0
0.1,0.1,17.0,60.0,20.0,0.1,0.0
0.5,0.1,17.0,50.0,0.0,0.5,1.0
0.1,0.5,13.0,100.0,5.0,0.1,2.0
0.1,0.2,24.0,57.0,6.0,0.2,2.0
24.2,1.0,18.0,35.0,5.0,12.0,296.0
0.5,0.5,23.0,45.0,8.0,0.5,6.0
0.1,0.0,25.0,60.0,2.0,0.1,75.0
0.2,0.2,23.0,63.0,2.0,0.1,73.0
32.3,0.5,16.0,45.0,10.0,10.0,31.0
233.8,0.1,16.0,65.0,10.0,0.1,1.0
0.1,1.0,16.0,60.0,10.0,0.1,0.0
0.01,1.0,21.0,71.0,0.0,0.01,12.0
1.3,1.0,23.0,47.0,10.0,0.5,3.0
0.01,1.0,15.0,45.0,20.0,0.01,4.0
0.01,0.0,15.0,20.0,10.0,0.01,35.0
0.01,0.0,17.0,55.0,0.0,0.01,0.0
0.02,0.0,25.0,80.0,0.0,0.02,1.0
0.01,0.0,26.0,51.0,5.0,0.01,0.0
0.01,0.0,20.0,40.0,6.0,0.01,8.0
0.01,0.0,13.0,73.0,0.0,0.01,18.0
0.01,0.0,25.0,40.0,5.0,0.01,15.0
0.6,0.1,23.0,18.0,10.0,0.6,4.0
0.01,0.1,22.5,96.0,0.0,0.01,6.0
0.4,0.5,25.0,26.0,4.0,0.4,45.0
0.01,0.0,24.0,50.0,10.0,0.01,13.0
0.01,0.0,21.0,71.0,20.0,0.01,2.0
0.1,0.1,22.0,68.0,1.0,0.1,3.0
0.3,0.1,20.0,46.0,5.0,0.3,11.0
0.01,0.0,19.0,36.0,20.0,0.01,0.0
0.01,0.0,29.0,25.0,0.0,0.01,0.0
0.01,1.0,24.0,20.0,15.0,0.01,1.0
0.2,1.0,20.0,30.0,20.0,0.2,2.0
0.01,0.0,25.0,40.0,5.0,0.01,0.0
0.1,0.1,16.0,90.0,5.0,0.1,1.0
0.01,0.1,22.0,37.0,5.0,0.01,1.0
0.01,0.0,18.0,55.0,15.0,0.01,1.0
6.3,4.0,23.0,25.0,5.0,5.0,1.0
0.01,0.0,20.0,25.0,0.0,0.01,2.0
0.01,0.0,23.0,70.0,0.0,0.01,2.0
0.01,1.0,27.0,55.0,0.0,0.01,0.0
0.01,1.0,22.0,79.0,1.0,0.01,29.0
0.15,1.0,22.0,55.0,0.0,0.02,4.0
0.01,0.0,23.0,37.0,7.0,0.01,0.0
0.01,0.0,22.0,39.0,6.0,0.01,0.0
0.01,0.0,22.0,25.0,5.0,0.01,0.0
0.01,0.0,22.0,25.0,5.0,0.01,0.0
0.01,0.0,20.0,45.0,15.0,0.01,0.0
0.01,0.0,27.0,53.0,5.0,0.01,1.0
0.01,0.0,27.0,46.0,31.0,0.01,4.0
0.1,0.0,22.0,52.0,0.0,0.1,0.0
0.01,0.0,19.0,51.0,10.0,0.01,9.0
0.1,0.0,20.0,40.0,5.0,0.01,1302.0
0.01,1.0,18.0,50.0,10.0,0.01,0.0
0.01,1.0,18.0,50.0,10.0,0.01,0.0
1.2,0.0,16.0,68.0,0.0,1.2,773.0
0.01,1.0,24.0,45.0,5.0,0.01,0.0
0.3,1.0,24.0,30.0,6.0,0.3,3.0
0.5,5.0,17.0,47.0,10.0,0.5,11.0
0.3,0.5,28.0,45.0,0.0,0.05,7.0
0.01,0.0,20.0,46.0,0.0,0.01,4.0
0.01,0.0,21.0,40.0,3.0,0.01,2.0
0.75,2.0,24.0,37.0,8.0,0.75,0.0
0.01,0.0,18.0,48.0,25.0,0.01,13.0
0.1,3.0,22.0,40.0,5.0,0.02,2.0
0.01,0.0,11.0,53.0,3.0,0.01,0.0
0.01,0.0,19.0,29.0,20.0,0.01,0.0
0.01,0.0,20.0,28.0,20.0,0.01,0.0
0.01,0.0,22.0,27.0,5.0,0.01,0.0
0.01,0.0,16.0,20.0,10.0,0.01,0.0
0.01,0.0,28.0,40.0,10.0,0.1,3.0
0.22,4.0,16.0,50.0,3.0,0.2,160.0
0.15,1.0,18.0,46.0,5.0,0.15,7.0
4.5,3.0,30.0,40.0,5.0,3.0,9.0
0.01,1.0,22.0,40.0,10.0,0.01,1.0
0.01,0.0,27.0,32.0,0.0,0.01,3.0
0.01,0.0,22.0,58.0,0.0,0.01,902.0
0.2,0.1,31.5,40.0,2.0,0.2,2.0
0.01,0.0,13.0,30.0,0.0,0.01,0.0
0.01,0.0,19.0,30.0,0.0,0.01,0.0
0.1,0.0,20.0,30.0,15.0,0.1,6.0
0.03,0.1,15.0,51.0,5.0,0.03,20.0
0.1,0.0,15.0,51.0,5.0,0.1,0.0
0.2,0.1,18.0,42.0,0.0,0.2,0.0
0.01,0.0,14.0,40.0,10.0,0.01,57.0
0.01,0.0,25.7,45.0,3.0,0.01,11.0
0.1,0.0,28.0,32.0,2.0,0.1,2.0
0.1,0.0,22.0,25.0,17.0,0.1,10.0
0.01,0.0,12.0,70.0,1.0,0.01,9.0
0.1,1.0,24.5,50.0,3.0,0.1,5.0
0.2,1.0,24.0,28.0,40.0,0.2,11.0
416.5,3.0,29.0,33.0,10.0,1.0,14.0
0.01,0.0,14.0,53.0,7.0,0.01,3.0
0.1,0.0,8.0,70.0,10.0,0.1,3.0
1.1,1.0,27.0,25.0,3.0,0.1,0.0
20.0,10.0,14.0,45.0,10.0,15.0,36.0
0.01,1.0,5.0,93.0,5.0,0.01,16.0
0.01,0.0,12.0,95.0,0.0,0.01,2.0
0.01,0.0,9.5,70.0,9.0,0.01,4.0
0.07,1.0,6.0,100.0,0.0,0.07,9.0
0.01,0.0,14.0,65.0,0.0,0.01,5.0
0.02,0.0,11.0,78.0,0.0,0.02,147.0
0.01,0.0,15.0,60.0,0.0,0.01,105.0
0.01,0.0,3.0,81.0,0.0,0.01,951.0
5.13,0.5,9.0,50.0,2.0,5.0,1.0
0.01,0.0,7.0,45.0,0.0,0.01,0.0
9.5,0.0,2.0,55.0,5.0,3.0,63.0
0.01,0.0,12.0,61.0,5.0,0.01,0.0
0.3,0.0,9.0,63.0,2.0,0.3,37.0
0.01,0.1,10.0,76.0,5.0,0.01,10.0
0.01,0.0,7.0,58.0,10.0,0.01,10.0
0.01,0.0,9.0,46.0,2.0,0.01,3.0
0.05,0.0,16.0,39.0,2.0,0.05,0.0
0.1,0.0,6.0,52.0,0.0,0.1,15.0
0.01,0.0,5.7,51.0,11.0,0.01,13.0
0.01,0.0,5.0,40.0,0.0,0.01,14.0
0.01,0.0,4.0,43.0,10.0,0.01,0.0
11.0,1.0,10.0,100.0,10.0,10.6,8.0
0.2,0.0,6.0,53.0,1.0,0.2,5.0
0.4,0.0,-5.0,80.0,5.0,0.2,195.0
0.02,0.0,1.0,55.0,5.0,0.02,7.0
0.1,0.0,8.0,45.0,0.0,0.1,0.0
0.01,0.0,-3.0,78.0,10.0,0.01,695.0
0.01,0.5,-6.0,50.0,5.0,0.01,38.0
1.0,1.0,5.0,55.0,0.0,1.0,6.0
0.01,0.1,-6.0,50.0,13.0,0.01,35.0
0.01,0.1,2.0,60.0,1.0,0.01,925.0
0.01,0.0,-14.0,85.0,11.0,0.01,125.0
0.1,0.1,-6.0,60.0,1.0,0.1,3814.0
0.05,1.0,-22.0,58.0,11.0,0.05,11470.0
0.03,0.0,-2.0,58.0,3.0,0.03,968.0
0.01,0.0,-4.0,50.0,8.0,0.01,1260.0
0.01,0.0,-16.0,67.0,7.0,0.01,75.0
0.01,1.0,-1.0,62.0,2.0,0.01,1227.0
0.01,0.0,-3.0,65.0,5.0,0.01,3840.0
0.01,0.0,-10.0,40.0,0.0,0.01,3885.0
0.01,0.0,-2.0,75.0,0.0,0.01,2690.0
0.4,0.0,3.0,70.0,5.0,0.4,8.0
0.1,0.0,6.0,45.0,15.0,0.1,5.0
0.3,0.0,2.0,68.0,7.0,0.3,1200.0
0.01,0.0,4.0,65.0,4.0,0.01,2.0
0.01,0.0,-30.0,40.0,0.0,0.01,2868.0
0.01,0.0,-15.0,20.0,30.0,0.01,7.0
0.01,0.0,1.0,55.0,7.0,0.01,0.0
0.1,0.0,2.0,62.0,15.0,0.1,796.0
0.01,0.0,-3.0,78.0,0.0,0.01,26.0
0.01,0.0,-7.0,70.0,5.0,0.01,4020.0
0.05,0.0,-5.0,20.0,30.0,0.05,510.0
0.05,0.0,-10.0,60.0,5.0,0.05,1260.0
0.01,0.0,2.0,50.0,0.0,0.01,964.0
3.0,0.0,8.0,48.0,12.0,3.0,0.0
1.6,0.5,24.0,30.0,20.0,0.2,0.0
0.01,0.0,14.0,80.0,5.0,0.01,0.0
0.01,0.0,2.0,77.0,2.0,0.01,5.0
0.01,0.0,18.0,60.0,0.0,0.01,0.0
93.4,0.5,29.0,51.0,2.0,138.0,0.0
0.01,0.0,3.0,50.0,10.0,0.01,0.0
0.01,0.0,7.0,45.0,5.0,0.01,0.0
6.4,7.0,14.0,45.0,20.0,6.0,5.0
7.57,1.0,12.0,30.0,10.0,3.0,2.0
0.1,0.0,13.0,35.0,5.0,0.5,68.0
9.5,5.0,17.0,25.0,25.0,2.5,0.0
0.1,0.0,15.0,25.0,5.0,0.1,0.0
2.3,0.0,12.0,41.0,17.0,0.5,50.0
0.01,0.0,10.0,21.0,6.0,0.01,216.0
0.01,0.0,12.0,27.0,2.0,0.01,15.0
4.1,0.0,25.0,25.0,15.0,2.5,0.0
8.4,3.0,23.0,30.0,15.0,4.0,11.0
0.01,0.0,24.0,34.0,25.0,0.01,10.0
0.01,0.0,10.0,40.0,0.0,0.01,6.0
0.1,0.0,18.0,35.0,10.0,0.1,0.0
0.5,2.0,12.0,38.0,15.0,0.5,0.0
0.1,0.0,18.0,35.0,10.0,0.1,0.0
0.4,7.0,22.0,36.0,12.0,0.1,4.0
14.04,1.5,11.0,47.0,10.0,3.0,1.0
0.2,0.5,22.0,20.0,6.0,0.2,6.0
0.01,0.0,22.5,20.0,13.0,0.02,0.0
2.0,3.0,28.0,27.0,8.0,2.0,18.0
8.5,0.0,9.0,38.0,5.0,12.0,5.0
4.2,0.0,4.0,24.0,15.0,4.2,0.0
0.5,0.1,5.0,60.0,20.0,0.5,7.0
0.01,0.0,6.0,55.0,5.0,0.01,30.0
1.8,1.0,16.0,35.0,20.0,0.01,9.0
0.01,0.0,7.0,60.0,5.0,0.01,0.0
0.8,1.0,21.0,23.0,2.0,0.8,7.0
0.4,0.0,25.0,25.0,15.0,0.4,0.0
0.01,0.0,10.0,45.0,10.0,0.01,1.0
70.52,1.0,12.0,15.0,3.0,15.0,0.0
0.2,0.0,10.0,30.0,10.0,0.2,0.0
6.0,0.5,8.8,14.0,10.0,4.8,9.0
0.2,1.0,11.0,45.0,15.0,0.2,0.0
3.5,2.0,11.0,38.0,15.0,0.5,0.0
0.1,1.0,21.0,35.0,0.0,0.1,3.0
0.4,0.0,10.0,25.0,12.0,0.4,0.0
1.1,3.0,14.0,29.0,9.0,1.1,1.0
1.5,10.0,9.0,35.0,15.0,0.5,0.0
0.5,2.0,12.0,30.0,15.0,0.4,1.0
3.3,0.5,12.0,30.0,15.0,2.0,1.0
